title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Water Lilies (Nymphéas),c. 1915 - 1926,1/1/1910,1/1/1931,oil on canvas,62.19.1,cmoa:things/7053d468-bf1f-42c9-b5bd-c7ccdb335c66,Acquired through the generosity of Mrs. Alan M. Scaife,7/5/1962,Fine Arts,"Gallery 8, Scaife Galleries",234.875,77.938,0,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011515,"Claude Oscar Monet [1840-1926], until 1926; estate of Claude Oscar Monet, France, 1926; Michel Monet [1878-1966], son of the artist, Sorel-Moussel, Eure-et-Loir, France, 1926 until 1950; Walter P. Chrysler, Jr. [1909-1988], New York, NY, 1950 until April 10, 1962 [1]; purchased by Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, July 1962.

Notes:
[1]. See original bill of sale dated April 10, 1962 from Mr. Chrysler to Carnegie Institute. The museum's accesion of the work was on July 5, 1962.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=105095&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=57287&size=Medium,cmoa:parties/9c1016d9-7b4e-493a-9e79-1a54b384d115,Person,Claude Monet,"Monet, Claude",,French,1840-11-14,12/5/1926,"Paris (Île-de-France, France)","Giverny (Haute-Normandie, France)"
Odalisque Coiffure Verte (Odalisque with Green Headdress),1923,1/1/1923,1/1/1923,oil on canvas,62.19.2,cmoa:things/a8e1158a-e24e-4dfa-9f11-191f6b18fdc3,Acquired through the generosity of Mrs. Alan M. Scaife,7/5/1962,Fine Arts,"Gallery 8, Scaife Galleries",23.75,31.875,2.25,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011516,"Henri Matisse [1869-1954]; M. Paul Guillaume [1891-1934], Paris, France. Galerie Beyeler, Basel, Switzerland until February 8, 1962; M. Knoedler & Co., Inc., New York, NY, February 8, 1962 until April 3, 1962 [1]; purchased by Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, July 1962 [2]. 

Notes:
[1]. Knoedler stock no. A-8187, as ""L'Odalisque a la cruche."" Knoedler purchased the painting from Galerie Beyeler for $70,000. See curatorial file for copies of relevant entries from the Knoedler archive, The Getty Research Institute.
[2]. Knoedler's bill is dated April 3, 1962; payment was acknowledged on April 11, 1962. The painting was accessioned on July 5, 1962.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=48846&size=Medium,cmoa:parties/da609856-ab28-468f-b694-27e326e084f1,Person,Henri Matisse,"Matisse, Henri",,French,1869-01-01,1/1/1954,"Le Cateau-Cambrésis (Nord, Nord-Pas-de-Calais, France)","Nice (Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France)"
The Bath (Le bain),c. 1895,1890-01-01,1/1/1900,oil on canvas,62.37.1,cmoa:things/cf6350dd-23fc-4c01-b13d-442a47fc84f4,Acquired through the generosity of Mrs. Alan M. Scaife,12/20/1962,Fine Arts,"Gallery 8, Scaife Galleries",45.75,33,5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011575,"Hilaire-Germain-Edgar Degas [1834-1917], Paris, France, until 1917; his estate, Atelier Degas, Paris, France, September 1917 until May 1918; sale, Galerie Georges Petit, Paris, France, May 6, 1918 until May 8, 1918, no. 39 [1]; purchased by Ambroise Vollard [1866-1939], Paris, France [2]. Likely Durand-Ruel, Paris, France, 1918 [3]; Sam Salz [1894-1981], Inc., New York, NY, 1940? until December 1962 [4]; purchased by Department of Fine Arts, Carnegie Institute, Pittsburgh, PA, December 1962. 

Notes:
[1]. This was Degas Atelier Sale I. The work was illustrated in the catalogue.
[2]. Possibly in shares with Durand-Ruel, Paris, for 10,100 francs.  Information about the early provenance of the work included in Rebecca A. Rabinow, ed., “Cézanne to Picasso. Ambroise Vollard, Patron of the Avant-Garde,” The Metropolitan Museum of Art, New York, NY, 2006, no. 52, pp. 345-46. 
[3]. Stock no. 11296. 
[4]. Stock no. 11301; the work was possibly purchased on May 6, 1940 (see reference in Note [2] above.) Sam Salz, in correspondence with the museum (telegram dated February 4, 1963,) states that he bought the paitning directly from Durand-Ruel but gives no indication as to the date of purchase.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=153892&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=153891&size=Medium,cmoa:parties/23a88d6c-02e1-46e5-97a4-8246ca906f93,Person,Edgar Degas,"Degas, Edgar",,French,1834-07-19,9/27/1917,"Paris (Île-de-France, France)","Paris (Île-de-France, France)"
Landscape with Three Figures,1901,1/1/1901,1/1/1901,oil on canvas,63.9,cmoa:things/460aab36-31cc-4ee6-901a-c297a5be3201,Acquired through the generosity of Mrs. Alan M. Scaife,6/20/1963,Fine Arts,"Gallery 8, Scaife Galleries",30.5,26.5,4.5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011685,"Paul Gauguin [1848-1903]. Julius Stern [1859-1914], until 1914; estate of Julius Stern, 1914 until 1916; sold at Galerie Paul Cassirer, Berlin, Germany, May 22, 1916, no. 22, illustrated [1]; Siemens, Berlin, Germany [2]. Georg Hofmann, Munich, Germany [3]; Private Collection, France [4]; Jacques Dubourg [1897-1981], Paris, France; with Jacques Lindon, New York, NY [5]; Sylvester W. Labrot, Jr. [1901-1958], Hobe Sound, FL until October 21, 1958; estate of Sylvester W. Labrot, Jr., 1958-1963; on deposit with M. Knoedler & Company, New York, NY, June 7, 1962 until June 20, 1963 [6]; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, June 1963. 

Notes:
[1]. This was the sale of Julius Stern's estate, entitled ""Sammlung Julius Stern.""
[2]. Perhaps C. H. von Siemens or Siemmens?; see curatorial file. 
[3]. The last name could possibly be ""Hoffmann"" as it appears in George Wildenstein's ""Paul Gauguin,"" Paris, 1964, no. 601, p. 255-56; see also curatorial file. 
[4]. The dealer Jacques Dubourg was asked repeatedly but did not identify the private collector; see curatorial file.
[5]. In half share with Jacques Dubourg.
[6]. Knoedler No. CA6405, dated June 7, 1962; see Knoedler commission book 5b, Knoedler Archives, The Getty Research Institute.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=15879&size=Medium,cmoa:parties/5ac9e69b-e22a-4373-8618-f9cf2700ac02,Person,Paul Gauguin,"Gauguin, Paul",,French,1848-01-01,1/1/1903,"Paris, France","Atuona (Hiva Oa, French Polynesia)"
Girl Under Apple Tree,1904,1/1/1904,1/1/1904,oil on canvas,65.16,cmoa:things/d76ebcea-3c04-4bda-a552-258543dbffe0,Acquired through the generosity of Mrs. Alan M. Scaife and family,5/11/1965,Fine Arts,"Gallery 8, Scaife Galleries",39.688,43.5,2.5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011868,"H. Nobel Roede [1877-1963], Oslo; Schlesisches Museum für bildende Künst, Breslau, Germany [1]; Nasjonalgalleriet, Oslo, 1939? until 1945? [2]; Ragnar Moltzau [1901-], Oslo, 1949? [3]; Marlborough-Gerson Gallery, Inc., New York, by 1965; purchased by Museum, May 1965. 
NOTES:1. It is unspecified if the painting was on loan or owned by the museum. 2. on deposit 3. purchased from the Norwegian government.

Under review by CGK",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=117145&size=Medium,cmoa:parties/619e5fe5-be73-49a3-b273-7f8b23f2a296,Person,Edvard Munch,"Munch, Edvard",,Norwegian,1863-01-01,1/1/1944," Løten (Hedmark, Norway)"," Oslo (Oslo county, Norway)"
The Full-Length Mirror,1910,1/1/1910,1/1/1910,oil on canvas,65.17.1,cmoa:things/ca0a4439-6a56-4a46-99ff-9c941c0f705e,Purchased through the generosity of Mrs. Alan M. Scaife and family,5/11/1965,Fine Arts,"Gallery 8, Scaife Galleries",32.5,49,4.5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011873,"Pierre Bonnard [1867-1947], France, until 1910 [1]; Galerie Bernheim-Jeune, Paris, France, by 1910 [2]; Gaston Bernheim de Villers [1870-1953], Paris, France, in 1952 [3]. Sam Salz [1894-1981], Inc., New York, NY; Mr. and Mrs. Adolphe A. Juviler, New York, NY and Palm Beach, FL, by 1961; sale, Parke-Bernet Galleries, New York, NY, October 25, 1961, no. 33 [4]. Nicolas Reisini, New York, NY, until April 1965; sale, Parke-Bernet Galleries, New York, NY, April 14, 1965, no. 64 [5]; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, May 1965. 

Notes:
[1]. The artist left Paris for the South of France in 1910.
[2]. Clishé Bernheim-Jeune 322 (see ""Bonnard"" by Jean and Henry Dauberville, no. 595.)
[3]. Also referred to as Gaston Bernheim-Jeune, or Gaston Bernheim. 
[4]. ""Notable Modern Paintings, Drawings, and Sculpture from the Collection of Mr. and Mrs. Adolphe A. Juviler."" The work, listed as ""La Glace Haute (or La Glace Longue),"" is illustrated in color in the catalogue.
[5]. Sale entitled ""Impressionist and Modern Paintings, Sculptures, Drawings."" The work, listed as ""La Glace Haute (or La Glace Longue),"" is illustrated in color in the catalogue.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=157564&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=157563&size=Medium,cmoa:parties/b3aedcb4-9d47-49ac-b1d8-10212d4818d5,Person,Pierre Bonnard,"Bonnard, Pierre",,French,1867-10-03,1/27/1947,"Fontenay-aux-Roses (Île-de-France, France)","le Cannet (Provence-Alpes-Côte d'Azur, France)"
"Garden Overlooking the Sea, Cannes",1901,1/1/1901,1/1/1901,oil on paper board mounted on mat board mounted on manufactured composite board,65.17.3,cmoa:things/851aeaba-c677-4536-a082-4cce08f2a800,Purchased through the generosity of Mrs. Alan M. Scaife and family,5/11/1965,Fine Arts,"Gallery 8, Scaife Galleries",19.25,17,2.75,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011876,"Edouard Vuillard [1868-1940]; Ernest Coquelin Cadet [1848-1909], Paris, France, 1901 until 1909; Coquelin Cadet sale, Hôtel Drouot, Paris, France, May 26, 1909, lot 52; Gaston Bernheim de Villers [1870-1953], Paris, France, until 1953 [1]; sale, Galerie Charpentier, Paris, France, December 7, 1954, lot 47; Galerie Bernheim Jeune, Paris, France, until ca. September 1955 [2]; M. Knoedler & Company, Inc., New York, NY, ca. September 1955 until December 1, 1960 [3]; Grant J. Pick [1910-1963], Chicago, IL, December 1, 1960 until January 1963 [4]; bequest to The Art Institute of Chicago, Chicago, IL, 1963 until April 1965 [5]; sale, Parke-Bernet Galleries , New York, NY, April 14, 1965, lot 78 [6]; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, May 1965 [7].
 
Notes:
[1]. Early provenance from ""Vuillard: The Inexhaustible Glance. Critical Catalogue of Paintings and Pastels"" by Antoine Solomon and Guy Cogeval, Skira, 2003, Volume II, no. VIII-18, p. 838. According to this reference, Gaston Bernheim de Villers purchased the painting for 960 F. He lent the painting to ""Exposition E. Vuillard"" held in May-July 1938 at the Musée des arts décoratifs. Note that some early sources, as well as the catalogue of the 1965 Parke-Bernet sale (see note [6],) include Thadée Natanson as an early owner but this has not been confirmed.
[2]. Knoedler's painting stock book 10, The Getty Research Institute, lists Knoedler's source as Bernheim Jeune.
[3]. Knoedler stock no. A-6107, as ""L'Esterel vue de Cannes."" See [2] above.
[4]. Purchased from Knoedler in December 1960 for $8,000 (see copy of relevant sales entry in Knoedler archive, The Getty Research Institute.)
[5]. See correspondence with the The Art Institute of Chicago in curatorial file.  
[6]. Sale no. 2344 entitled ""Impressionist and Modern Paintings, Sculptures, Drawings"" as ""Property of a Midwestern Educational Institution.""
[7]. The museum acquired the painting at the Parke-Bernet sale in April 1965 and officially accessioned it the following month.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=18862&size=Medium,cmoa:parties/cbe8bcac-78aa-4681-8d9e-2bd63de3c8a8,Person,Edouard Vuillard,"Vuillard, Edouard",,French,1868-11-11,6/21/1940,"Cuiseaux (Saône-et-Loire, Burgundy region, France)","Baule, la (Loire-Atlantique, Pays de la Loire, France)"
Birches,c. 1904,1899-01-01,1/1/1909,oil on cardboard mounted on Masonite,65.2.2,cmoa:things/ceae8269-0ef1-4114-9941-048a38bb05c9,Gift of Sara M. Winokur and James L. Winokur,5/11/1965,Fine Arts,"Gallery 8, Scaife Galleries",14.5,19.75,1.75,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011910,"Allan Frumkin Gallery [1959-1995], New York; Mr. and Mrs. James L. Winokur, Pittsburgh; gift to Museum, May 1965.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=392&size=Medium,cmoa:parties/b889619e-3756-467e-839c-712e767ce973,Person,Paula Modersohn-Becker,"Modersohn-Becker, Paula",,German,1878-01-01,1/1/1907,"Dresden, Germany","Worpswede, Germany"
Bathers with Crab,c. 1890-1899,1885-01-01,1/1/1904,oil on canvas,65.30.2,cmoa:things/484a0c6e-0173-4dec-bbab-e736980f9731,Acquired through the generosity of Mrs. Alan M. Scaife and family,10/5/1965,Fine Arts,"Gallery 8, Scaife Galleries",25.75,21.5,4,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011947,"Pierre Auguste Renoir [1841-1919], Paris, France. Possibly Durand-Ruel, Paris, France, by ca.1900 [1]; purchased by Bernheim-Jeune, Paris, France, July 5, 1905 [2]; sold to Alexandre Louis Philippe Marie Berthier, 4th Prince de Wagram [1883-1918], Boissy-Saint-Léger, France, on July 18, 1905; Jos Hessel [1859-1942], Paris, France, by 1917 until at least 1929 [3]. Jacques Laroche [4]; Durand-Ruel Family Collection, Paris, France [5]; Durand-Ruel, Paris, France and New York, NY, by November 1941 [6]; Sam Salz [1894-1981], Inc., New York, NY, by 1965; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, October 1965. 

Notes: 
[1]. Label on back of painting with partial id no. from Durand Ruel, 16 Rue Laffitte, Paris, where the gallery was located until 1920; see also photo of exhibition room at Durand Ruel’s in Paris in Walter Feilchenfeldt’s ""By Appointment Only"", p.22.)
[2]. From label on the back of the painting. Stock no. 14406. See also ""Renoir: Catalogue raisonné des tableaux, pastels, dessins et aquarelles"" by Guy-Patrice et Michel Dauberville avec la collaboration de Camille Fremontier-Murphy, volume 3, no. 2408. BJ Photo no. 10662.
[3]. Most commonly used name for the dealer Joseph Hessel who is also sometimes known as Josse Hessel.  He lent the painting to an exhibition in Zurich in October 1917.  In the 1929 edition of ""Renoir"" by Julius Meier-Graefe, the painting is illustrated on p.266 as belonging to Hessel.
[4]. From correspondence with Sam Salz in curatorial file. 
[5]. From correspondence with Sam Salz in curatorial file. 
[6]. D 15938; No. 11347. Durand Ruel, New York lent the painting to an exhibition at the Duveen Galleries in New York in November 1941.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=334&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98924&size=Medium,cmoa:parties/44cf7f5e-cf2f-4ad6-ba20-97fabb279d29,Person,Pierre-Auguste Renoir,"Renoir, Pierre-Auguste",,French,1841-02-25,12/3/1919,"Limoges (Limousin, France)","Cagnes-sur-Mer (Provence-Alpes-Côte d'Azur, France)"
"Street in Pontoise (Rue de Beaujour, Pontoise)",1872,1872-01-01,1872-01-01,oil on canvas,65.31,cmoa:things/3bee590e-5830-45de-8201-023dd1f18433,Acquired through the generosity of Mrs. Alan M. Scaife and family,10/5/1965,Fine Arts,"Gallery 8, Scaife Galleries",21.75,18.25,3.75,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011949,"Camille Pissarro [1830-1903], France. Alfred Nunès, the artist's cousin, Paris, France, until sometime in or before 1894 [1]; estate of Alfred Nunès, Paris, France, until April 1894; sold at Hotel Drouot, Paris, France, on April 16, 1894, no. 39 [2]; Pierre Durand-Ruel, Paris, France [3]; Philippe Durand-Ruel, Paris, France [3]; sold to Wildenstein & Co., Inc., New York, NY on February 20, 1964; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, October 1965. 

Notes: 
[1]. Since the 1894 sale refers to ""Succession de M.A.N.""(unes), Nunès died in or before 1894. 
[2]. Sold for 900 francs.  In Pissarro: ""Critical Catalogue of Paintings"" by Joachim Pissarro and Claire Durand-Ruel Snollaerts, vol. 2, 2005, (no. 245), the buyer at the Nunès sale is given as Durand-Ruel; however, neither of the individual Durand-Ruel collections are mentioned (see note below).  
[3]. Provenance given by Wildenstein at the time of purchase; see curatorial file.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=19635&size=Medium,cmoa:parties/c1dd7099-a758-4e92-b2e1-2d9532369bcd,Person,Camille Pissarro,"Pissarro, Camille",,French,1830-07-10,11/12/1903,Charlotte Amalie (Virgin Islands of the United States) (Danish colony at the time),"Paris (Île-de-France, France)"
"The Garden in the Rue Cortot, Montmartre",1876,1876-01-01,1876-01-01,oil on canvas,65.35,cmoa:things/47822a57-46d7-4e4f-9ffb-6e72cce533f8,Acquired through the generosity of Mrs. Alan M. Scaife,12/7/1965,Fine Arts,"Gallery 8, Scaife Galleries",35,60.75,5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1011959,"Pierre Auguste Renoir [1841-1919], Paris, France; Eugène Murer [1846-1906], Paris, France and Auvers-sur-Oise, France, until 1884; with Galerie Durand-Ruel, Paris, France, 1884 until 1886 [1]; possibly Pierre Auguste Renoir [1841-1919], Paris, France [2]; acquired by Galerie Durand-Ruel, Paris, France, on April 29, 1890 [3]; Durand-Ruel Gallery, New York, NY [4]; Sam Salz [1894-1981], New York, NY, by November 1965 [5]; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, December 1965. 

Notes:
[1]. Livre de depôt no. D. 10078, with no indication of provenance, but ‘Murer, sans doute’, as per letter from Charles Durand-Ruel to Sam Salz, November 2, 1965 in curatorial file. 
[2]. See ""Renoir: Catalogue raisonné des tableaux, pastels, dessins et aquarelles"" by Guy-Patrice et Michel Dauberville avec la collaboration de Camille Fremontier-Murphy, volume 1, no. 96.
[3]. Acquired for 500 F, as per reference in note [2] above; Durand-Ruel no. 1530, D. 13796.
[4]. The painting was included in various exhibitions around the United States, beginning with the ""Panama-Pacific International Exposition,"" San Francisco, 1915 (see curatorial file.) 
[5]. Sam Salz was President of 19th and 20th Century French Art, Inc. in New York.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=132413&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=129329&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=129330&size=Medium,cmoa:parties/44cf7f5e-cf2f-4ad6-ba20-97fabb279d29,Person,Pierre-Auguste Renoir,"Renoir, Pierre-Auguste",,French,1841-02-25,12/3/1919,"Limoges (Limousin, France)","Cagnes-sur-Mer (Provence-Alpes-Côte d'Azur, France)"
Beach at Trouville (La Plage de Trouville),c. 1885,1880-01-01,1890-01-01,oil on panel,66.19.2,cmoa:things/c8ff179d-b6e8-4a8f-943f-0bf9cd448ca5,Acquired through the generosity of the Sarah Mellon Scaife Family,12/7/1966,Fine Arts,"Gallery 8, Scaife Galleries",11.875,7.375,3,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1012247,"Eugène Louis Boudin [1824-1898], France. Possibly Mme. Soucaret, Paris, France; (Hotel Drouot, Paris, France, May 29, 1903, no. 8) [1]. (Durand-Ruel, Paris, France); Private collection, Paris, France; Wildenstein & Company, Inc., New York, NY; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, December 1966 [2]. 
NOTES:1. Recorded on page 11. Sale entitled ""Collection de Madame S... (Soucaret)"". 2. Updated by CGK July 2012.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=113128&size=Medium,cmoa:parties/63c0c63b-3876-4410-abcf-cb11eca54e2d,Person,Eugène Louis Boudin,"Boudin, Eugène Louis",,French,1824-07-12,1898-08-08,"Honfleur (Calvados, Basse-Normandie, France)","Paris (Ville de Paris department, Île-de-France, France)"
"Place des Lices, St. Tropez",1893,1893-01-01,1893-01-01,oil on canvas,66.24.2,cmoa:things/5fbdc219-e649-4912-b366-f4d2f5b0c395,Acquired through the generosity of the Sarah Mellon Scaife Family,12/7/1966,Fine Arts,"Gallery 8, Scaife Galleries",32.25,25.75,5.5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1012263,"Paul Signac [1863-1935]; Atelier Paul Signac, 1893 until 1924; Marcel Kapferer, Paris, France, 1924. Raphaël Gérard, Paris, France, March 26, 1931 until at least December 1933 [1]. E. Raudag?, Glasgow, Scotland, by 1940 [2]. Alex Reid & Lefèvre, London, England, 1966; Sam Salz [1894-1981], Inc., New York, NY; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, December 1966.
 
Notes:
[1]. Exhibited in ""Seurat et ses Amis"", Paris, December 1933-January 1934. 
[2]. This name might also be ""Randag"". See Signac catalogue raisonné by Françoise Cachin, Gallimard, Paris, 2000.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=132412&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=56879&size=Medium,cmoa:parties/d0a0ba0a-db16-419a-addf-439fd0670a7a,Person,Paul Signac,"Signac, Paul",,French,1863-11-11,8/15/1935,"Paris (Île-de-France, France)","Paris (Île-de-France, France)"
Rocks at the Seashore (Rochers au bord de la mer),1865-1866,1865-01-01,1866-01-01,oil possibly on board mounted on canvas,66.3,cmoa:things/51f45552-6505-48fb-b6c2-326b727aeca7,Gift of Sam Salz,4/13/1966,Fine Arts,"Gallery 8, Scaife Galleries",13,9,2.5,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1012265,"Paul Cézanne [1839-1906], France. Possibly Galerie Durand-Ruel, Paris, France [1]; Ambroise Vollard [1866-1939], Paris, France. Sam Salz [1894-1981], New York, NY; his gift to Museum of Art, Carnegie Institute, Pittsburgh, PA, April 1966.
 
Notes:
[1]. Photograph number 19 194.

Updated by CGK July 2012 and under review.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=104560&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=129331&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=129332&size=Medium,cmoa:parties/3273d5ed-4842-4910-86a1-b60d760329dc,Person,Paul Cézanne,"Cézanne, Paul",,French,1839-01-19,10/23/1906,"Aix-en-Provence (Provence-Alpes-Côte d'Azur, France)","Aix-en-Provence (Provence-Alpes-Côte d'Azur, France)"
"Landscape Near Aix, The Plain of the Arc River",1892-1895,1892-01-01,1895-01-01,oil on canvas,66.4,cmoa:things/ac12fb84-ff00-4d0d-8e63-117311e714ac,Acquired through the generosity of the Sarah Mellon Scaife Family,4/13/1966,Fine Arts,"Gallery 8, Scaife Galleries",26.125,32.5,4,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1012274,"Paul Cézanne [1839-1906], France. Dikran Khan Kelekian [1868-1951], Paris, France, by 1922; sale, American Art Association, New York, NY, January 31, 1922, no. 148, [1]; John Quinn [1870-1924], New York, NY; Paul Cassirer [1871-1926], Berlin, Germany; Hugo Simon [1880-1950], Berlin, Germany; sale, Galerie Georges Petit, Paris, France, June 9, 1932, no. 12 [2]; Private Collection, Nantes, France; Bignou Gallery, New York, NY, by 1935; C. Suydam Cutting [1889-1972], Gladstone, NJ [3]; Mrs. C. S. Cutting, Gladstone, NJ, by 1937; Brady Foundation, New York, NY; Wildenstein & Company, Inc., New York, NY; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, April 1966. 

Notes: 
[1] Kelekian sale, January 30-31, 1922; the work was illustrated. 
[2] ""Collections de Messieurs S... et S... (Silberg and Simon);"" the work was illustrated. 
[3] The Cutting home is sometimes recorded as being in Mine Mount, NJ.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=8041&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=56860&size=Medium,cmoa:parties/3273d5ed-4842-4910-86a1-b60d760329dc,Person,Paul Cézanne,"Cézanne, Paul",,French,1839-01-19,10/23/1906,"Aix-en-Provence (Provence-Alpes-Côte d'Azur, France)","Aix-en-Provence (Provence-Alpes-Côte d'Azur, France)"
Le Moulin de la Galette,1886—1887,1886-01-01,1887-01-01,oil on canvas,67.16,cmoa:things/01fd8421-c117-4309-8f99-b08b7bacec79,Acquired through the generosity of the Sarah Mellon Scaife Family,10/19/1967,Fine Arts,"Gallery 8, Scaife Galleries",15.5,18.625,4.25,0,http://collection.cmoa.org/CollectionDetail.aspx?item=1012310,"Vincent van Gogh [1853-1890]; gift to Andries Bonger [1861-1936], Amsterdam, Netherlands, 1888 until January 20, 1936 [1]; bequest to F. W. M. Bonger, Baroness van der Boch van Verwolde, his second wife [1887-1975], Amsterdam, Netherlands [2]; her gift to C. H. Huguenot van der Linden, Amsterdam, Netherlands, after January 1936 [3]. Possibly Bignou Gallery, New York, NY [4]. Georges Bigar, New York, NY, 1955?; Mr. [1914-2011] and Mrs. Raymond Bigar, New York, NY, by March 1955 until at least July 1957 [5]; private collection, England [6]; Wildenstein & Company, Inc., New York, NY, by 1967; purchased by Museum of Art, Carnegie Institute, Pittsburgh, PA, October 1967.
 
Notes:
[1]. Given by the artist on the occasion of Andries Bonger's marriage to Annie van der Linden in 1888. See ""Odilon Redon and Emil Bernard, Masterpieces from the Andries Bonger Collection"", Van Gogh Museum, Amsterdam, 2009, no.89, illustrated on p.24.  Walter Feilchenfeldt in ""Vincent van Gogh, The Years in France"" (English edition published by Philip Wilson Publishers, London, 2013), gives an alternate early provenance beginning with Theo van Gogh, Johanna van Gogh-Bonger, and V. W. van Gogh. This is probably because he identifies this work as no. 47 (""Au Moulin de la Galette"") on the Andries Bonger list. See the reference for a discussion of the origin and uncertainties of this list.
[2]. Her full name was Françoise Willemina Maria Bonger, Barones van der Borch van Verwolde. 
[3]. Heir of Andries Bonger's first wife, Annie Bonger-van der Linden. The middle initial of this owner is in some doubt.  The reference from the Van Gogh Museum given above gives it as ""H.” and Walter Feilchenfeldt as “L.” Also, the van Gogh Museum reference lists only one heir as recipient of the gift under the painting's catalogue entry (no. 89, p. 120), but in the text  (p. 83)  the painting is referred to as a gift to ""C. H. Huguenort van der Linden and E. C. van der Linden"". 
[4]. The painting is illustrated in the Bignou Gallery Albums (no. 2923), The Frick Fine Arts Library Archives, New York, NY. The Bignou Gallery in New York closed by 1953.
[5]. Mr. and Mrs. Raymond Bigar lent the painting to Van Gogh exhibitions in New York in March-April 1955 and in Los Angeles in July-August 1957. 
[6]. See correspondence with Wildenstein & Company in curatorial file.",paintings,http://collection.cmoa.org/CollectionImage.aspx?irn=19702&size=Medium,cmoa:parties/0ed9085e-2fa7-4ab1-a8f8-efcc5ceff11e,Person,Vincent van Gogh,"Gogh, Vincent van",,Dutch,1853-03-30,1890-07-29,"Zundert, Netherlands","Auvers-sur-Oise, France"
